scene,floor,question,choices,question_formatted,answer,label,source_image
00347-bwoBmU23M2N,0,Does the fan share the same ceiling color in all rooms?,"['Yes, all rooms have the same ceiling color', 'No, the ceiling colors vary across rooms', 'There is no fan in one of the rooms', 'The ceiling colors are not visible']","Does the fan share the same ceiling color in all rooms? A) Yes, all rooms have the same ceiling color B) No, the ceiling colors vary across rooms C) There is no fan in one of the rooms D) The ceiling colors are not visible. Answer:",A,Comparison,00347-bwoBmU23M2N_1.png
00589-NS5SeGunqiK,0,Is the countertop color similar to the cabinet color in the kitchen?,"['Yes', 'No', 'Cannot tell', 'They are identical']",Is the countertop color similar to the cabinet color in the kitchen? A) Yes B) No C) Cannot tell D) They are identical. Answer:,A,Attribute,00589-NS5SeGunqiK_0.png
00330-WhNyDTnd9g5,0,Is the bed larger than the dresser in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the dresser in the bedroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00330-WhNyDTnd9g5_0.png
00550-k3ohRuM6bso,0,Is the fan located in a room with a wooden floor?,"['Yes', 'No', 'Only partially', 'Not visible']",Is the fan located in a room with a wooden floor? A) Yes B) No C) Only partially D) Not visible. Answer:,A,Relationship,00550-k3ohRuM6bso_1.png
00246-mscxX4KEBcB,0,Does the curtain cover the entire window in the room?,"['Yes', 'No', 'Partially', 'Not Sure']",Does the curtain cover the entire window in the room? A) Yes B) No C) Partially D) Not Sure. Answer:,C,Relationship,00246-mscxX4KEBcB_1.png
00578-dTzYwo8Hppu,0,Does the office hallway have a wall mural of a mountain landscape?,"['Yes', 'No', 'Not sure', 'None of the above']",Does the office hallway have a wall mural of a mountain landscape? A) Yes B) No C) Not sure D) None of the above. Answer:,A,Attribute,00578-dTzYwo8Hppu_1.png
00703-xvDx98avcwd,0,Is the door closer to the dresser in the room?,"['Yes', 'No', 'Not visible', 'Can’t tell']",Is the door closer to the dresser in the room? A) Yes B) No C) Not visible D) Can’t tell. Answer:,A,Relationship,00703-xvDx98avcwd_0.png
00061-duthTPisf28,0,Is the door longer or shorter than the window in the rooms shown?,"['Longer', 'Shorter', 'Same length', 'Cannot determine']",Is the door longer or shorter than the window in the rooms shown? A) Longer B) Shorter C) Same length D) Cannot determine. Answer:,A,Comparison,00061-duthTPisf28_0.png
00434-L5QEsaVqwrY,0,Is the bathtub farther from the shower than the sink in the bathroom?,"['Yes', 'No', 'They are equidistant', 'Not enough information']",Is the bathtub farther from the shower than the sink in the bathroom? A) Yes B) No C) They are equidistant D) Not enough information. Answer:,A,Comparison,00434-L5QEsaVqwrY_0.png
00879-7Ukhou1GxYi,0,Is the dreamcatcher closer to the ceiling than the bed in the house?,"['Yes', 'No', 'They are at the same height', 'The height cannot be determined']",Is the dreamcatcher closer to the ceiling than the bed in the house? A) Yes B) No C) They are at the same height D) The height cannot be determined. Answer:,A,Relationship,00879-7Ukhou1GxYi_1.png
00784-pYGGNqSbHp1,0,Is the chandelier closer to the door in the third room than in the fourth room?,"['Yes', 'No', 'They are equally distant', 'Not enough information']",Is the chandelier closer to the door in the third room than in the fourth room? A) Yes B) No C) They are equally distant D) Not enough information. Answer:,A,Comparison,00784-pYGGNqSbHp1_0.png
00801-HaxA7YrQdEC,0,Does the staircase appear closer to the chair in the house?,"['Yes', 'No', 'They are equally close', 'Cannot determine']",Does the staircase appear closer to the chair in the house? A) Yes B) No C) They are equally close D) Cannot determine. Answer:,A,Relationship,00801-HaxA7YrQdEC_0.png
00263-GGBvSFddQgs,0,Is the door wider than the window in the dining room?,"['Yes', 'No', 'Same width', 'Cannot be determined']",Is the door wider than the window in the dining room? A) Yes B) No C) Same width D) Cannot be determined. Answer:,B,Comparison,00263-GGBvSFddQgs_1.png
005831wypxmRjuUR,0,Are the curtains in the living room closer to the window than the toilet paper holder is to the toilet in the bathroom?,"['Yes', 'No', 'They are at the same distance', 'Only the toilet is closer']",Are the curtains in the living room closer to the window than the toilet paper holder is to the toilet in the bathroom? A) Yes B) No C) They are at the same distance D) Only the toilet is closer. Answer:,A,Relationship,005831wypxmRjuUR_1.png
00069-Y8Y6ukxGMvn,0,Is the dining table closer to the grand piano than the gong in the room?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the dining table closer to the grand piano than the gong in the room? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00069-Y8Y6ukxGMvn_1.png
00099-226REUyJh2K,0,Do the curtains and blinds serve a similar purpose in the rooms?,"['Yes', 'No', 'Only the blinds do', 'Only the curtains do']",Do the curtains and blinds serve a similar purpose in the rooms? A) Yes B) No C) Only the blinds do D) Only the curtains do. Answer:,A,Relationship,00099-226REUyJh2K_0.png
00856-FnSn2KSrALj,0,Is the mirror farther from the chair than the bed in the room?,"['Yes', 'No', 'They are at the same distance', 'Cannot determine from the image']",Is the mirror farther from the chair than the bed in the room? A) Yes B) No C) They are at the same distance D) Cannot determine from the image. Answer:,A,Comparison,00856-FnSn2KSrALj_1.png
00721-YGc1h9nNrJP,0,Is the bed closer to the lamp than the window in the room?,"['Yes', 'No', 'Both are equidistant', 'The distance cannot be determined']",Is the bed closer to the lamp than the window in the room? A) Yes B) No C) Both are equidistant D) The distance cannot be determined. Answer:,A,Relationship,00721-YGc1h9nNrJP_0.png
00519-aNri5Gh1ZTE,0,Is the window closer to the floor than the door in the dining room?,"['Yes', 'No', 'They are at the same height', 'Not enough information']",Is the window closer to the floor than the door in the dining room? A) Yes B) No C) They are at the same height D) Not enough information. Answer:,B,Comparison,00519-aNri5Gh1ZTE_1.png
00362-o94q92w5PK5,0,Is the bed in the bedroom larger than the sofa in the living room?,"['Yes', 'No', 'About the same size', 'Cannot determine']",Is the bed in the bedroom larger than the sofa in the living room? A) Yes B) No C) About the same size D) Cannot determine. Answer:,A,Comparison,00362-o94q92w5PK5_0.png
00428-vPoFkhqsJaf,0,Is the fireplace closer to the television than the couch in the living room?,"['Yes', 'No', 'They are the same distance', 'Cannot determine']",Is the fireplace closer to the television than the couch in the living room? A) Yes B) No C) They are the same distance D) Cannot determine. Answer:,A,Relationship,00428-vPoFkhqsJaf_1.png
00792-4tdJ3qe1x7P,0,Does the window appear covered by a curtain?,"['Yes', 'No', 'Partially', 'Not visible']",Does the window appear covered by a curtain? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00792-4tdJ3qe1x7P_0.png
005731zDbEdygBeW,0,Is the exercise bike in the same room as the dining table?,"['Yes', 'No', 'Sometimes', 'Unknown']",Is the exercise bike in the same room as the dining table? A) Yes B) No C) Sometimes D) Unknown. Answer:,B,Relationship,005731zDbEdygBeW_0.png
00026-tzaZQQmUVXZ,0,Are the curtains the same color as the sliding door in the room with the sofa?,"['Yes', 'No', 'Partly', 'Unsure']",Are the curtains the same color as the sliding door in the room with the sofa? A) Yes B) No C) Partly D) Unsure. Answer:,B,Attribute,00026-tzaZQQmUVXZ_0.png
00322-7Xp37y8DpSv,0,Does the sofa share the same color as the curtain in the living room?,"['Yes', 'No', 'Only partially', 'They are similar']",Does the sofa share the same color as the curtain in the living room? A) Yes B) No C) Only partially D) They are similar. Answer:,B,Comparison,00322-7Xp37y8DpSv_1.png
00056-kdw2Uapns3b,0,Is the staircase closer to the dining table than the nearest chair in the house?,"['Yes', 'No', 'They are equally close', 'Cannot determine']",Is the staircase closer to the dining table than the nearest chair in the house? A) Yes B) No C) They are equally close D) Cannot determine. Answer:,B,Relationship,00056-kdw2Uapns3b_1.png
00446-tL6i2PtktSh,0,Is the sofa closer to the table than the television in the living room?,"['Yes', 'No', 'Both are equally close', 'Cannot determine']",Is the sofa closer to the table than the television in the living room? A) Yes B) No C) Both are equally close D) Cannot determine. Answer:,A,Relationship,00446-tL6i2PtktSh_1.png
00220-KAzjXJvZtR3,0,Is the clock in the kitchen visible before the garage door is accessible?,"['Yes', 'No', 'Only partially', 'Depends on the angle']",Is the clock in the kitchen visible before the garage door is accessible? A) Yes B) No C) Only partially D) Depends on the angle. Answer:,A,Relationship,00220-KAzjXJvZtR3_1.png
00338-rK4jPRTUw15,0,Is the sofa closer in color to white compared to the bed?,"['Yes', 'No', 'They are the same color', 'Neither are close to white']",Is the sofa closer in color to white compared to the bed? A) Yes B) No C) They are the same color D) Neither are close to white. Answer:,A,Comparison,00338-rK4jPRTUw15_0.png
00375-kubNyvKJBUX,0,Is the staircase closer to the dining table than the TV in the living room?,"['Yes', 'No', 'They are equally distant', 'Cannot determine']",Is the staircase closer to the dining table than the TV in the living room? A) Yes B) No C) They are equally distant D) Cannot determine. Answer:,A,Relationship,00375-kubNyvKJBUX_1.png
00852-T6nG3E2Uui9,0,Do the blinds cover the entire window in the image with the dresser?,"['Yes', 'No', 'Partially', 'Blinds are not present']",Do the blinds cover the entire window in the image with the dresser? A) Yes B) No C) Partially D) Blinds are not present. Answer:,C,Attribute,00852-T6nG3E2Uui9_1.png
00705-2XVvKEDd54w,0,Is the sofa closer to the fireplace than the television in the living room?,"['Yes', 'No', 'They are equally close', 'Cannot determine']",Is the sofa closer to the fireplace than the television in the living room? A) Yes B) No C) They are equally close D) Cannot determine. Answer:,A,Relationship,00705-2XVvKEDd54w_1.png
00864-QHhQZWdMpGJ,0,Is the bed closer to the curtain in the bedroom or the curtain in the sunroom?,"['Curtain in the bedroom', 'Curtain in the sunroom', 'Same distance', 'Cannot be determined']",Is the bed closer to the curtain in the bedroom or the curtain in the sunroom? A) Curtain in the bedroom B) Curtain in the sunroom C) Same distance D) Cannot be determined. Answer:,A,Relationship,00864-QHhQZWdMpGJ_1.png
0008316tymPtM7uS,0,Are the curtains in the living room similar in color to the chairs?,"['Yes, they are the same color', 'No, they are different colors', 'Only one chair matches the curtains', 'The curtains are multi-colored']","Are the curtains in the living room similar in color to the chairs? A) Yes, they are the same color B) No, they are different colors C) Only one chair matches the curtains D) The curtains are multi-colored. Answer:",A,Attribute,0008316tymPtM7uS_0.png
00326-u9rPN5cHWBg,0,Does the curtain cover part of the window in the house?,"['Yes', 'No', 'Only partially', 'Not visible']",Does the curtain cover part of the window in the house? A) Yes B) No C) Only partially D) Not visible. Answer:,A,Relationship,00326-u9rPN5cHWBg_0.png
00564-hXHUtviUKBu,0,Is the washing machine closer to the door than the dryer in the laundry room?,"['Yes', 'No', 'They are equidistant', 'Impossible to determine']",Is the washing machine closer to the door than the dryer in the laundry room? A) Yes B) No C) They are equidistant D) Impossible to determine. Answer:,A,Attribute,00564-hXHUtviUKBu_0.png
00064-gQgtJ9Stk5s,0,Is the hallway longer than the door in the image?,"['Yes', 'No', 'Cannot determine', 'They are the same']",Is the hallway longer than the door in the image? A) Yes B) No C) Cannot determine D) They are the same. Answer:,A,Attribute,00064-gQgtJ9Stk5s_1.png
00246-mscxX4KEBcB,0,Does the toilet appear closer to the bidet in the bathroom than the bed is to the bookshelf in the bedroom?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Does the toilet appear closer to the bidet in the bathroom than the bed is to the bookshelf in the bedroom? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Comparison,00246-mscxX4KEBcB_0.png
00066-nHHVbEyHX3t,0,Do the model boats in the living room appear closer to the entrance than the dining table in the dining area?,"['Yes', 'No', 'They are equally close', 'Cannot determine']",Do the model boats in the living room appear closer to the entrance than the dining table in the dining area? A) Yes B) No C) They are equally close D) Cannot determine. Answer:,B,Relationship,00066-nHHVbEyHX3t_1.png
00349-p32JzpQyhPk,0,Is the bed larger than the chair in the house?,"['Yes', 'No', 'Similar size', 'Cannot determine']",Is the bed larger than the chair in the house? A) Yes B) No C) Similar size D) Cannot determine. Answer:,A,Comparison,00349-p32JzpQyhPk_1.png
00302-JFgrz9MNz4b,0,Is the washing machine in the laundry room bigger than the dishwasher in the kitchen?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the washing machine in the laundry room bigger than the dishwasher in the kitchen? A) Yes B) No C) Same size D) Cannot determine. Answer:,A,Comparison,00302-JFgrz9MNz4b_1.png
00237-BW1f54ZNVW6,0,Does the painting share the same room as the flower vase?,"['Yes', 'No', 'Not sure', 'None of the above']",Does the painting share the same room as the flower vase? A) Yes B) No C) Not sure D) None of the above. Answer:,A,Relationship,00237-BW1f54ZNVW6_0.png
00783-J9adB1bm54A,0,Is the door farther from the window in the house?,"['Yes', 'No', 'They are at the same distance', 'Cannot determine']",Is the door farther from the window in the house? A) Yes B) No C) They are at the same distance D) Cannot determine. Answer:,A,Relationship,00783-J9adB1bm54A_0.png
00182-qWP3MMQM3eJ,0,Is the color of the bed similar to the color of the curtains in the bedroom?,"['Yes', 'No', 'The bed is darker', 'The curtains are white']",Is the color of the bed similar to the color of the curtains in the bedroom? A) Yes B) No C) The bed is darker D) The curtains are white. Answer:,B,Attribute,00182-qWP3MMQM3eJ_0.png
00150-LcAd9dhvVwh,0,Is the sofa in the living room longer than the bed in the bedroom?,"['Yes', 'No', 'They are the same length', 'Not enough information']",Is the sofa in the living room longer than the bed in the bedroom? A) Yes B) No C) They are the same length D) Not enough information. Answer:,D,Comparison,00150-LcAd9dhvVwh_0.png
00733-GtM3JtRvvvR,0,Does the mirror have the same frame style as the picture?,"['Yes', 'No', 'Only the color is the same', 'Only the design is the same']",Does the mirror have the same frame style as the picture? A) Yes B) No C) Only the color is the same D) Only the design is the same. Answer:,B,Attribute,00733-GtM3JtRvvvR_0.png
00564-hXHUtviUKBu,0,Is the dresser in the same room as the bed?,"['Yes', 'No', 'Maybe', 'Not enough information']",Is the dresser in the same room as the bed? A) Yes B) No C) Maybe D) Not enough information. Answer:,A,Relationship,00564-hXHUtviUKBu_1.png
00759-8iCxzGNmp4g,0,Do the kitchen cabinets share the same color as the hallway doors?,"['Yes', 'No', 'Only slightly', 'They are identical']",Do the kitchen cabinets share the same color as the hallway doors? A) Yes B) No C) Only slightly D) They are identical. Answer:,A,Comparison,00759-8iCxzGNmp4g_1.png
00867-uLz9jNga3kC,0,Do the color of the bed and the curtains in the room match?,"['Yes, they match exactly', 'No, they have different colors', 'The bed is darker', 'The curtains are darker']","Do the color of the bed and the curtains in the room match? A) Yes, they match exactly B) No, they have different colors C) The bed is darker D) The curtains are darker. Answer:",C,Comparison,00867-uLz9jNga3kC_1.png
00514-9DnDAhJ7qcj,0,Is the beam in the attic closer to the ceiling compared to the beams in the living room?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the beam in the attic closer to the ceiling compared to the beams in the living room? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Comparison,00514-9DnDAhJ7qcj_0.png
00535-XKqDR74W1JU,0,Is the door closer to the window in the image with the wooden floor than in the image with the white hallway?,"['Yes', 'No', 'Both are equidistant', 'Not visible']",Is the door closer to the window in the image with the wooden floor than in the image with the white hallway? A) Yes B) No C) Both are equidistant D) Not visible. Answer:,B,Relationship,00535-XKqDR74W1JU_0.png
00220-KAzjXJvZtR3,0,Does the door open into the garage?,"['Yes', 'No', 'There is no door', 'The door is locked']",Does the door open into the garage? A) Yes B) No C) There is no door D) The door is locked. Answer:,B,Relationship,00220-KAzjXJvZtR3_0.png
00840-z9YwN9M8FpG,0,Is the microwave larger or smaller than the grandfather clock?,"['Larger', 'Smaller', 'Same size', 'Cannot determine']",Is the microwave larger or smaller than the grandfather clock? A) Larger B) Smaller C) Same size D) Cannot determine. Answer:,B,Comparison,00840-z9YwN9M8FpG_1.png
00769-F1Vhvu3osn6,0,Is the color of the couch similar to the dominant colors in the painting?,"['Yes', 'No', 'Partially', 'Not enough information']",Is the color of the couch similar to the dominant colors in the painting? A) Yes B) No C) Partially D) Not enough information. Answer:,B,Comparison,00769-F1Vhvu3osn6_1.png
00577-kdFEfVoT1WE,0,Is the fireplace taller than the television in the room?,"['Yes', 'No', 'They are the same height', 'The television is taller']",Is the fireplace taller than the television in the room? A) Yes B) No C) They are the same height D) The television is taller. Answer:,A,Comparison,00577-kdFEfVoT1WE_0.png
00152-EgzWe8N3jZG,0,Is the door wider than the window?,"['Yes', 'No', 'They are the same width', 'It is unclear']",Is the door wider than the window? A) Yes B) No C) They are the same width D) It is unclear. Answer:,D,Comparison,00152-EgzWe8N3jZG_0.png
00289-wz9FcGhrndc,0,Does the bedroom share the same flooring type as the balcony?,"['Yes', 'No', 'Only in some parts', 'There is no flooring']",Does the bedroom share the same flooring type as the balcony? A) Yes B) No C) Only in some parts D) There is no flooring. Answer:,B,Comparison,00289-wz9FcGhrndc_1.png
00883-u8ug2rtNARf,0,Are the curtains and the sofa in the living room complementary in color?,"['Yes', 'No', 'Only the curtains are complementary', 'Only the sofa is complementary']",Are the curtains and the sofa in the living room complementary in color? A) Yes B) No C) Only the curtains are complementary D) Only the sofa is complementary. Answer:,A,Relationship,00883-u8ug2rtNARf_1.png
00816-q3hn1WQ12rz,0,Is the pillow more colorful than the rug in the room?,"['Yes', 'No', 'They are equally colorful', 'The rug is more colorful']",Is the pillow more colorful than the rug in the room? A) Yes B) No C) They are equally colorful D) The rug is more colorful. Answer:,A,Comparison,00816-q3hn1WQ12rz_1.png
00691-MyxM6trMBUH,0,Is the kitchen cabinet made of the same material as the wooden door in the house?,"['Yes', 'No', 'Partially', 'Cannot Tell']",Is the kitchen cabinet made of the same material as the wooden door in the house? A) Yes B) No C) Partially D) Cannot Tell. Answer:,A,Attribute,00691-MyxM6trMBUH_1.png
00631-v3tsKAPVLJS,0,Is the couch in the living room closer to the window than the bed in the bedroom?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Is the couch in the living room closer to the window than the bed in the bedroom? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,A,Comparison,00631-v3tsKAPVLJS_1.png
00725-5uXtMs57HmZ,0,Does the ceiling share the same material as the floor in the rooms?,"['Yes, all do', 'No, none do', 'Only one does', 'Two of them do']","Does the ceiling share the same material as the floor in the rooms? A) Yes, all do B) No, none do C) Only one does D) Two of them do. Answer:",B,Comparison,00725-5uXtMs57HmZ_1.png
00241-h6nwVLpAKQz,0,Is the sofa closer to the fireplace than the dining table in the living room?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa closer to the fireplace than the dining table in the living room? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00241-h6nwVLpAKQz_1.png
00562-kCHmLFfMDuE,0,Is the clothing rack larger than the dresser in the space?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the clothing rack larger than the dresser in the space? A) Yes B) No C) Same size D) Cannot determine. Answer:,A,Comparison,00562-kCHmLFfMDuE_1.png
00708-eUJx9a4u63E,0,Is the bathtub in the bathroom bigger or smaller than the bed in the bedroom?,"['Bigger', 'Smaller', 'Same size', 'Cannot be determined']",Is the bathtub in the bathroom bigger or smaller than the bed in the bedroom? A) Bigger B) Smaller C) Same size D) Cannot be determined. Answer:,B,Comparison,00708-eUJx9a4u63E_0.png
00441-4MRLu1yET6a,0,Is the fireplace closer to the piano than to the window in the living room?,"['Yes', 'No', 'Fireplace and piano are equally close to the window', 'Cannot determine']",Is the fireplace closer to the piano than to the window in the living room? A) Yes B) No C) Fireplace and piano are equally close to the window D) Cannot determine. Answer:,B,Relationship,00441-4MRLu1yET6a_0.png
00438-XvJjCZv6SYp,0,Is the couch in the living room bigger than each of the dining chairs in the dining area?,"['Yes', 'No', 'Same size', 'Not enough information']",Is the couch in the living room bigger than each of the dining chairs in the dining area? A) Yes B) No C) Same size D) Not enough information. Answer:,A,Comparison,00438-XvJjCZv6SYp_0.png
00018-as8Y8AYx6yW,0,Are the chairs matching in color with the table in the dining room?,"['Yes', 'No', 'Some of them', 'Not visible']",Are the chairs matching in color with the table in the dining room? A) Yes B) No C) Some of them D) Not visible. Answer:,A,Attribute,00018-as8Y8AYx6yW_1.png
00486-WypGcNbCdsH,0,Are there more chairs than tables in the room?,"['Yes', 'No', 'Same number', 'Cannot determine']",Are there more chairs than tables in the room? A) Yes B) No C) Same number D) Cannot determine. Answer:,A,Comparison,00486-WypGcNbCdsH_0.png
00476-NtnvZSMK3en,0,Is the bed closer to the window in the top-left room or the bottom-left room?,"['Top-left room', 'Bottom-left room', 'Both are equidistant', 'Cannot determine']",Is the bed closer to the window in the top-left room or the bottom-left room? A) Top-left room B) Bottom-left room C) Both are equidistant D) Cannot determine. Answer:,B,Comparison,00476-NtnvZSMK3en_1.png
00745-yX5efd48dLf,0,Does the fireplace reflect in the mirror in the room?,"['Yes', 'No', 'Partially', 'Not visible']",Does the fireplace reflect in the mirror in the room? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00745-yX5efd48dLf_0.png
00104-KJxdMPgweZG,0,Is the sofa longer than the coffee table in the living room?,"['Yes', 'No', 'They are the same length', 'Cannot be determined']",Is the sofa longer than the coffee table in the living room? A) Yes B) No C) They are the same length D) Cannot be determined. Answer:,A,Comparison,00104-KJxdMPgweZG_1.png
00856-FnSn2KSrALj,0,Are the beam and floor made of the same material in these rooms?,"['Yes', 'No', 'Only in one room', 'Cannot be determined']",Are the beam and floor made of the same material in these rooms? A) Yes B) No C) Only in one room D) Cannot be determined. Answer:,A,Attribute,00856-FnSn2KSrALj_0.png
00202-yVbpFay8gTU,0,Is the microwave positioned above the oven in the kitchen?,"['Yes', 'No', 'They are side by side', 'The microwave is below the oven']",Is the microwave positioned above the oven in the kitchen? A) Yes B) No C) They are side by side D) The microwave is below the oven. Answer:,A,Relationship,00202-yVbpFay8gTU_0.png
00822-nrA1tAA17Yp,0,Does the fireplace share the same wall with the mirror in the house?,"['Yes', 'No', 'Only partially', 'They are not in the same room']",Does the fireplace share the same wall with the mirror in the house? A) Yes B) No C) Only partially D) They are not in the same room. Answer:,B,Relationship,00822-nrA1tAA17Yp_0.png
00206-uhkqDVMtEnn,0,Is the door the same color as the cabinet?,"['Yes', 'No', ""There's no door"", ""There's no cabinet""]",Is the door the same color as the cabinet? A) Yes B) No C) There's no door D) There's no cabinet. Answer:,B,Attribute,00206-uhkqDVMtEnn_0.png
00520-LpFSk2s7me6,0,Is the radiator closer to the bed in the house compared to its distance from the staircase?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the radiator closer to the bed in the house compared to its distance from the staircase? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,B,Relationship,00520-LpFSk2s7me6_0.png
00046-UQ5EhY5wve1,0,Is the color of the sofa more similar to the bed or the wall in the bedroom?,"['Bed', 'Wall', 'Neither', 'Both']",Is the color of the sofa more similar to the bed or the wall in the bedroom? A) Bed B) Wall C) Neither D) Both. Answer:,A,Comparison,00046-UQ5EhY5wve1_0.png
00064-gQgtJ9Stk5s,0,Is the piano bigger than the refrigerator in the house?,"['Yes', 'No', 'Same size', 'Cannot Determine']",Is the piano bigger than the refrigerator in the house? A) Yes B) No C) Same size D) Cannot Determine. Answer:,B,Comparison,00064-gQgtJ9Stk5s_0.png
00691-MyxM6trMBUH,0,Is the mirror wider than the window in the house?,"['Yes', 'No', 'Same width', 'Cannot compare']",Is the mirror wider than the window in the house? A) Yes B) No C) Same width D) Cannot compare. Answer:,B,Comparison,00691-MyxM6trMBUH_0.png
00662-aRKASs4e8j1,0,Is the sink closer than the trash can to the whiteboard in the room?,"['Yes', 'No', 'Both are equidistant', 'There is no whiteboard']",Is the sink closer than the trash can to the whiteboard in the room? A) Yes B) No C) Both are equidistant D) There is no whiteboard. Answer:,A,Relationship,00662-aRKASs4e8j1_0.png
00422-8wJuSPJ9FXG,0,Is the cabinet closer to the refrigerator than the dining table in the kitchen?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Is the cabinet closer to the refrigerator than the dining table in the kitchen? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,A,Relationship,00422-8wJuSPJ9FXG_1.png
00018-as8Y8AYx6yW,0,Does the treadmill appear closer to the wall than the dumbbells in the gym room?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Does the treadmill appear closer to the wall than the dumbbells in the gym room? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,A,Relationship,00018-as8Y8AYx6yW_0.png
00406-n2Tt2eJdqnT,0,Is the dining table closer to the kitchen or the couch in the room?,"['Kitchen', 'Couch', 'Both equidistant', 'Neither is present']",Is the dining table closer to the kitchen or the couch in the room? A) Kitchen B) Couch C) Both equidistant D) Neither is present. Answer:,A,Relationship,00406-n2Tt2eJdqnT_0.png
00236-FcUgaJv6JHA,0,Is the bed closer to the door than any other furniture in the bedroom?,"['Yes', 'No', 'Depends on the angle', 'Not visible']",Is the bed closer to the door than any other furniture in the bedroom? A) Yes B) No C) Depends on the angle D) Not visible. Answer:,A,Relationship,00236-FcUgaJv6JHA_0.png
00136-z8SrvZ4eyqV,0,Is the sink closer to a window than the bathtub in the bathroom?,"['Yes', 'No', 'They are equidistant', 'The bathroom has no window']",Is the sink closer to a window than the bathtub in the bathroom? A) Yes B) No C) They are equidistant D) The bathroom has no window. Answer:,B,Relationship,00136-z8SrvZ4eyqV_0.png
00447-5RtSdesLuHt,0,Are the white cabinet and chairs in the same room?,"['Yes', 'No', 'Not visible', 'Depends on the room']",Are the white cabinet and chairs in the same room? A) Yes B) No C) Not visible D) Depends on the room. Answer:,B,Relationship,00447-5RtSdesLuHt_0.png
00072-t8wCA6Qe8uT,0,Is the crib closer to the window than the dresser in the nursery?,"['Yes', 'No', 'Both are equally distant', 'Cannot tell']",Is the crib closer to the window than the dresser in the nursery? A) Yes B) No C) Both are equally distant D) Cannot tell. Answer:,A,Comparison,00072-t8wCA6Qe8uT_1.png
00470-udze1CSof5C,0,Does the mirror in the bedroom have a darker frame than the mirror in the bathroom?,"['Yes', 'No', 'They have the same color frame', 'There is no mirror in the bathroom']",Does the mirror in the bedroom have a darker frame than the mirror in the bathroom? A) Yes B) No C) They have the same color frame D) There is no mirror in the bathroom. Answer:,A,Comparison,00470-udze1CSof5C_1.png
00239-b3CuYvwpzZv,0,Does the dining table have the same wood finish as the kitchen cabinet?,"['Yes', 'No', 'Only the table is darker', 'Only the cabinet is darker']",Does the dining table have the same wood finish as the kitchen cabinet? A) Yes B) No C) Only the table is darker D) Only the cabinet is darker. Answer:,B,Comparison,00239-b3CuYvwpzZv_0.png
00503-aqx6EomMgTf,0,Does the painting have a more intricate design than the mirror?,"['Yes', 'No', 'They have similar designs', 'It is hard to tell']",Does the painting have a more intricate design than the mirror? A) Yes B) No C) They have similar designs D) It is hard to tell. Answer:,A,Attribute,00503-aqx6EomMgTf_0.png
00028-xGnehmjiCSA,0,Is the sofa farther from the television than the coffee table in the living room?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa farther from the television than the coffee table in the living room? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,B,Comparison,00028-xGnehmjiCSA_1.png
00286-UbsJXeCkJBA,0,Is the door closer to the refrigerator than it is to the stairs?,"['Yes', 'No', 'They are equally distant', 'Not enough information']",Is the door closer to the refrigerator than it is to the stairs? A) Yes B) No C) They are equally distant D) Not enough information. Answer:,B,Relationship,00286-UbsJXeCkJBA_1.png
00334-hkmLgL6jrP8,0,Is the plant located closer to the balcony door than the chair on the balcony?,"['Yes', 'No', 'They are equidistant', 'One is out of view']",Is the plant located closer to the balcony door than the chair on the balcony? A) Yes B) No C) They are equidistant D) One is out of view. Answer:,A,Relationship,00334-hkmLgL6jrP8_1.png
00873-bxsVRursffK,0,Does the fireplace have a similar color to the artwork in the living room?,"['Yes', 'No', 'Only partially', 'They are the same color']",Does the fireplace have a similar color to the artwork in the living room? A) Yes B) No C) Only partially D) They are the same color. Answer:,A,Comparison,00873-bxsVRursffK_0.png
