scene,floor,question,choices,question_formatted,answer,label,source_image
00893-yZME6UR9dUN,0,Does the window have more wooden details than the door in the house?,"['Yes', 'No', 'Same amount', 'Cannot determine']",Does the window have more wooden details than the door in the house? A) Yes B) No C) Same amount D) Cannot determine. Answer:,A,Comparison,00893-yZME6UR9dUN_1.png
00574-bXu6SSWkJY8,0,Is the door closer to the bookshelf in the living room or the hallway?,"['Living room', 'Hallway', 'Equally close', 'Cannot determine']",Is the door closer to the bookshelf in the living room or the hallway? A) Living room B) Hallway C) Equally close D) Cannot determine. Answer:,A,Relationship,00574-bXu6SSWkJY8_1.png
00514-9DnDAhJ7qcj,0,Is the door in the same room as the bookshelf?,"['Yes', 'No', 'Not sure', 'None of the above']",Is the door in the same room as the bookshelf? A) Yes B) No C) Not sure D) None of the above. Answer:,A,Relationship,00514-9DnDAhJ7qcj_1.png
00490-BUFVGDCQNGb,0,Is the clock placed above the cabinet in the room?,"['Yes', 'No', 'The clock is beside the cabinet', 'The cabinet is above the clock']",Is the clock placed above the cabinet in the room? A) Yes B) No C) The clock is beside the cabinet D) The cabinet is above the clock. Answer:,A,Relationship,00490-BUFVGDCQNGb_0.png
00351-QxfX5te1gFu,0,Does the air conditioner face the same direction as the curtain in the room?,"['Yes', 'No', 'Partially', 'Not visible']",Does the air conditioner face the same direction as the curtain in the room? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00351-QxfX5te1gFu_0.png
00723-hWDDQnSDMXb,0,Is the television closer to the window than the sofa in the living room?,"['Yes', 'No', 'They are at the same distance', 'The distance cannot be determined']",Is the television closer to the window than the sofa in the living room? A) Yes B) No C) They are at the same distance D) The distance cannot be determined. Answer:,A,Relationship,00723-hWDDQnSDMXb_1.png
00757-LVgQNuK8vtv,0,Is the bed larger than the wardrobe?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the bed larger than the wardrobe? A) Yes B) No C) Same size D) Cannot determine. Answer:,B,Comparison,00757-LVgQNuK8vtv_1.png
00265-3Ao63EY7J83,0,Is the bed bigger than the table in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed bigger than the table in the bedroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00265-3Ao63EY7J83_1.png
00363-DS3nSAaa3Nr,0,Is the sofa closer to the table in the living room compared to the dining area?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa closer to the table in the living room compared to the dining area? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00363-DS3nSAaa3Nr_0.png
00693-adddVdvEXUK,0,Does the table in the dining room face the mirror in the dining room?,"['Yes', 'No', 'Sometimes', 'Cannot determine']",Does the table in the dining room face the mirror in the dining room? A) Yes B) No C) Sometimes D) Cannot determine. Answer:,A,Relationship,00693-adddVdvEXUK_0.png
00802-wcojb4TFT35,0,Is the mirror larger than the picture frame in the living room?,"['Yes', 'No', 'They are the same size', 'The sizes cannot be determined']",Is the mirror larger than the picture frame in the living room? A) Yes B) No C) They are the same size D) The sizes cannot be determined. Answer:,A,Comparison,00802-wcojb4TFT35_0.png
00369-FgXPKxNp5kK,0,Does the mirror and the cabinet in the room share the same color tone?,"['Yes', 'No', 'Partially', 'Not determinable']",Does the mirror and the cabinet in the room share the same color tone? A) Yes B) No C) Partially D) Not determinable. Answer:,A,Comparison,00369-FgXPKxNp5kK_0.png
00585-CxxHb5C8ZsP,0,Is the red couch closer to the fireplace than to the dining table?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the red couch closer to the fireplace than to the dining table? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Relationship,00585-CxxHb5C8ZsP_1.png
00208-SQqGpSHzfSr,0,Is the bed larger than the desk chair in the house?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the bed larger than the desk chair in the house? A) Yes B) No C) They are the same size D) Not enough information. Answer:,A,Comparison,00208-SQqGpSHzfSr_0.png
00872-F7EAMsdDASd,0,Are the door and curtains in the same room?,"['Yes', 'No', 'Only the door is visible', 'Only the curtains are visible']",Are the door and curtains in the same room? A) Yes B) No C) Only the door is visible D) Only the curtains are visible. Answer:,B,Relationship,00872-F7EAMsdDASd_0.png
00449-JjsvQEqRxGS,0,Does the stove in the kitchen have more burners than the number of faucets on the sink?,"['Yes', 'No', 'They have the same number', 'Not visible']",Does the stove in the kitchen have more burners than the number of faucets on the sink? A) Yes B) No C) They have the same number D) Not visible. Answer:,A,Comparison,00449-JjsvQEqRxGS_0.png
00140-qWb4MVxqCW7,0,Is the bed larger than the sofa in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the sofa in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,B,Comparison,00140-qWb4MVxqCW7_0.png
00042-qDjhFcNqFPi,0,Do the window blinds block the view outside of the window in the living room?,"['Completely', 'Partially', 'Not at all', 'There are no window blinds']",Do the window blinds block the view outside of the window in the living room? A) Completely B) Partially C) Not at all D) There are no window blinds. Answer:,B,Relationship,00042-qDjhFcNqFPi_1.png
00006-HkseAnWCgqk,0,Is the window in the room larger than the door?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the window in the room larger than the door? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,D,Comparison,00006-HkseAnWCgqk_0.png
00408-RamZzGBBPbT,0,Is the bed closer to the window than the bookshelf in the house?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the bed closer to the window than the bookshelf in the house? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Comparison,00408-RamZzGBBPbT_1.png
00200-A9yB3w3UxXV,0,Is the plant closer to the windows in the kitchen compared to the living room?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the plant closer to the windows in the kitchen compared to the living room? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00200-A9yB3w3UxXV_1.png
00858-cYkrGrCg2kB,0,Is the drum set in a room with more empty floor space than the dining table?,"['Yes', 'No', 'Both have the same floor space', 'Not enough information']",Is the drum set in a room with more empty floor space than the dining table? A) Yes B) No C) Both have the same floor space D) Not enough information. Answer:,A,Comparison,00858-cYkrGrCg2kB_0.png
00275-4dbCzNN5L5t,0,Does the sink have the same primary material as the stove in these rooms?,"['Yes', 'No', 'Only partially', 'Cannot determine']",Does the sink have the same primary material as the stove in these rooms? A) Yes B) No C) Only partially D) Cannot determine. Answer:,B,Comparison,00275-4dbCzNN5L5t_0.png
00392-M8PMwoYQTUV,0,Does the bed appear in the same room as the painting?,"['Yes', 'No', 'Only partially', 'Cannot tell']",Does the bed appear in the same room as the painting? A) Yes B) No C) Only partially D) Cannot tell. Answer:,A,Relationship,00392-M8PMwoYQTUV_1.png
00153-28FFMGySc6D,0,Does the mirror have a frame similar in style to the painting?,"['Yes', 'No', 'The painting does not have a frame', 'The mirror does not have a frame']",Does the mirror have a frame similar in style to the painting? A) Yes B) No C) The painting does not have a frame D) The mirror does not have a frame. Answer:,A,Comparison,00153-28FFMGySc6D_0.png
00383-yTgw14aa5ha,0,Is the TV in the living room larger than the TV in the bedroom?,"['Yes', 'No', 'They are the same size', 'Only one TV is present']",Is the TV in the living room larger than the TV in the bedroom? A) Yes B) No C) They are the same size D) Only one TV is present. Answer:,A,Comparison,00383-yTgw14aa5ha_0.png
00113-3goH1WRaCYC,0,Is the oven larger than the fridge in the kitchen?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the oven larger than the fridge in the kitchen? A) Yes B) No C) They are the same size D) Not enough information. Answer:,B,Comparison,00113-3goH1WRaCYC_1.png
00118-F5j7ZLfMm1n,0,Is the table in the kitchen larger than the chair?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the table in the kitchen larger than the chair? A) Yes B) No C) They are the same size D) Not enough information. Answer:,A,Comparison,00118-F5j7ZLfMm1n_0.png
00309-VKmpsujnc5t,0,Are the jackets closer to the entrance than the hats in the store?,"['Yes', 'No', 'The same distance', 'Cannot determine']",Are the jackets closer to the entrance than the hats in the store? A) Yes B) No C) The same distance D) Cannot determine. Answer:,B,Relationship,00309-VKmpsujnc5t_1.png
00616-zhzot8MvSjF,0,Does the sliding glass door have curtains covering it?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the sliding glass door have curtains covering it? A) Yes B) No C) Partially D) Cannot determine. Answer:,A,Attribute,00616-zhzot8MvSjF_0.png
00833-dHwjuKfkRUR,0,Is the door farther from the window in the tiled room compared to the bedroom?,"['Yes', 'No', 'Similar distance', 'Cannot determine']",Is the door farther from the window in the tiled room compared to the bedroom? A) Yes B) No C) Similar distance D) Cannot determine. Answer:,A,Comparison,00833-dHwjuKfkRUR_0.png
00128-pAjDzi9kWjE,0,Does the wardrobe contain coats?,"['Yes', 'No', 'Only one', 'Not visible']",Does the wardrobe contain coats? A) Yes B) No C) Only one D) Not visible. Answer:,A,Relationship,00128-pAjDzi9kWjE_0.png
00423-bEdki9cbHDG,0,Do the windows in the room have the same pattern curtains?,"['Yes', 'No', 'Only one curtain is patterned', 'There are no curtains']",Do the windows in the room have the same pattern curtains? A) Yes B) No C) Only one curtain is patterned D) There are no curtains. Answer:,B,Attribute,00423-bEdki9cbHDG_0.png
00036-41FNXLAZZgC,0,Is the sofa closer to the window in the living room than the dining table is to the window in the dining area?,"['Yes', 'No', 'They are equally distant', 'Cannot be determined']",Is the sofa closer to the window in the living room than the dining table is to the window in the dining area? A) Yes B) No C) They are equally distant D) Cannot be determined. Answer:,A,Relationship,00036-41FNXLAZZgC_0.png
00079-2ihrkjrbHVf,0,Does the mirror reflect more light compared to the paintings in the room?,"['Yes', 'No', 'They reflect the same amount', 'Not enough information']",Does the mirror reflect more light compared to the paintings in the room? A) Yes B) No C) They reflect the same amount D) Not enough information. Answer:,A,Attribute,00079-2ihrkjrbHVf_1.png
00855-c5eTyR3Rxyh,0,Is the painting closer to the door in the hallway compared to other rooms?,"['Yes', 'No', 'They are equidistant', 'Not visible enough to determine']",Is the painting closer to the door in the hallway compared to other rooms? A) Yes B) No C) They are equidistant D) Not visible enough to determine. Answer:,A,Relationship,00855-c5eTyR3Rxyh_1.png
00414-77mMEyxhs44,0,Does the guitar in the room seem more colorful than the painting in the hallway?,"['Yes', 'No', 'They are equally colorful', 'Cannot determine']",Does the guitar in the room seem more colorful than the painting in the hallway? A) Yes B) No C) They are equally colorful D) Cannot determine. Answer:,A,Comparison,00414-77mMEyxhs44_0.png
00432-vCfHLVSyL21,0,Are the door and shelves in the same room?,"['Yes', 'No', 'They are in adjacent rooms', 'Only one is visible']",Are the door and shelves in the same room? A) Yes B) No C) They are in adjacent rooms D) Only one is visible. Answer:,B,Relationship,00432-vCfHLVSyL21_0.png
00662-aRKASs4e8j1,0,Is the monitor larger than the computer in the lab?,"['Yes', 'No', 'They are the same size', 'The monitor is smaller']",Is the monitor larger than the computer in the lab? A) Yes B) No C) They are the same size D) The monitor is smaller. Answer:,A,Comparison,00662-aRKASs4e8j1_1.png
00627-b2e31HFFizw,0,Is the bed taller than the nightstand in the bedroom?,"['Yes', 'No', 'Same height', 'Cannot determine']",Is the bed taller than the nightstand in the bedroom? A) Yes B) No C) Same height D) Cannot determine. Answer:,A,Comparison,00627-b2e31HFFizw_0.png
00288-27cQLjQ5CjV,0,Does the bed have more pillows on it?,"['Yes', 'No', 'Same number', 'Not visible']",Does the bed have more pillows on it? A) Yes B) No C) Same number D) Not visible. Answer:,A,Attribute,00288-27cQLjQ5CjV_0.png
00575-pMntW4YkvvB,0,Is the cabinet in the bathroom smaller than the cabinet in the dining area?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the cabinet in the bathroom smaller than the cabinet in the dining area? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00575-pMntW4YkvvB_1.png
00195-enfahKs8XHw,0,Are there more desks than chairs in the workspace?,"['Yes', 'No', 'They are equal', 'Cannot be determined']",Are there more desks than chairs in the workspace? A) Yes B) No C) They are equal D) Cannot be determined. Answer:,A,Comparison,00195-enfahKs8XHw_1.png
00561-VhissfC8ggN,0,Does the curtain share the same color as the sofa in the house?,"['Yes', 'No', 'Partially', 'Cannot Determine']",Does the curtain share the same color as the sofa in the house? A) Yes B) No C) Partially D) Cannot Determine. Answer:,B,Comparison,00561-VhissfC8ggN_1.png
00755-UAGeBzZJgkU,0,Is the bed larger than the chairs in the room?,"['Yes', 'No', 'They are the same size', 'Unable to determine']",Is the bed larger than the chairs in the room? A) Yes B) No C) They are the same size D) Unable to determine. Answer:,A,Comparison,00755-UAGeBzZJgkU_0.png
00714-Nf3aGQTDAA1,0,Are the wooden beams positioned above the railing in the structure?,"['Yes', 'No', 'Partially', 'Cannot determine']",Are the wooden beams positioned above the railing in the structure? A) Yes B) No C) Partially D) Cannot determine. Answer:,A,Relationship,00714-Nf3aGQTDAA1_0.png
00507-RfNGMBdVbAZ,0,Is the ceiling fan located closer to the blue armchair or the kitchen counter in the living room?,"['Blue armchair', 'Kitchen counter', 'They are equidistant', 'Cannot be determined']",Is the ceiling fan located closer to the blue armchair or the kitchen counter in the living room? A) Blue armchair B) Kitchen counter C) They are equidistant D) Cannot be determined. Answer:,A,Relationship,00507-RfNGMBdVbAZ_0.png
00027-cVppJowrUqs,0,Is the sofa bigger than the cabinet in the living room?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the sofa bigger than the cabinet in the living room? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,B,Comparison,00027-cVppJowrUqs_0.png
00250-U3oQjwTuMX8,0,Does the mirror share the same location as the sink in the bathroom?,"['Yes', 'No', 'Only one mirror is present', 'Only one sink is present']",Does the mirror share the same location as the sink in the bathroom? A) Yes B) No C) Only one mirror is present D) Only one sink is present. Answer:,A,Relationship,00250-U3oQjwTuMX8_1.png
00068-812QqCky3T7,0,Does the cabinet share the same color as the countertop in the kitchen?,"['Yes', 'No', 'Only partially', 'Cannot determine from the image']",Does the cabinet share the same color as the countertop in the kitchen? A) Yes B) No C) Only partially D) Cannot determine from the image. Answer:,B,Comparison,00068-812QqCky3T7_1.png
00609-x1pTUWx9DPr,0,Is the black leather sofa bigger than the yellow tufted sofa in the living room?,"['Yes', 'No', 'They are the same size', 'The sizes cannot be compared']",Is the black leather sofa bigger than the yellow tufted sofa in the living room? A) Yes B) No C) They are the same size D) The sizes cannot be compared. Answer:,A,Comparison,00609-x1pTUWx9DPr_1.png
00047-u9LiqMn6kA6,0,Is the table closer to the painting on the wall than the chair in the hallway?,"['Yes', 'No', 'They are equally distant', 'Cannot be determined']",Is the table closer to the painting on the wall than the chair in the hallway? A) Yes B) No C) They are equally distant D) Cannot be determined. Answer:,A,Relationship,00047-u9LiqMn6kA6_1.png
00389-d6bYiL1d9Fh,0,Is the fireplace closer to the entrance of the house than the sofa?,"['Yes', 'No', 'They are equally distant', 'There is no entrance']",Is the fireplace closer to the entrance of the house than the sofa? A) Yes B) No C) They are equally distant D) There is no entrance. Answer:,B,Relationship,00389-d6bYiL1d9Fh_0.png
00371-6AGcGQf2wof,0,Does the painting share the same frame color as the mirror?,"['Yes', 'No', 'Only partially', ""It's hard to tell""]",Does the painting share the same frame color as the mirror? A) Yes B) No C) Only partially D) It's hard to tell. Answer:,A,Comparison,00371-6AGcGQf2wof_1.png
00010-DBjEcHFg4oq,0,Does the chandelier emit the same light color as the lamp in the bedroom?,"['Yes', 'No', 'Only the chandelier is lit', 'Only the lamp is lit']",Does the chandelier emit the same light color as the lamp in the bedroom? A) Yes B) No C) Only the chandelier is lit D) Only the lamp is lit. Answer:,A,Attribute,00010-DBjEcHFg4oq_0.png
00395-giViJCyCH2C,0,Is the mirror wider than the window in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the mirror wider than the window in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,B,Comparison,00395-giViJCyCH2C_1.png
00433-uzH9yHazm9t,0,Is the sofa larger than the armchair in the living room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the sofa larger than the armchair in the living room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00433-uzH9yHazm9t_1.png
00682-6r9GfBG7u1g,0,Is the wooden dining table larger than the wooden decor piece on the floor in the house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the wooden dining table larger than the wooden decor piece on the floor in the house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00682-6r9GfBG7u1g_0.png
00618-T4G9hTR5WSv,0,Is the door bigger than the toilet?,"['Yes', 'No', 'They are the same size', 'It cannot be determined']",Is the door bigger than the toilet? A) Yes B) No C) They are the same size D) It cannot be determined. Answer:,A,Comparison,00618-T4G9hTR5WSv_1.png
00440-wPLokgvCnuk,0,Is the bed in the room wider than the door?,"['Yes', 'No', 'They are the same width', 'Cannot determine']",Is the bed in the room wider than the door? A) Yes B) No C) They are the same width D) Cannot determine. Answer:,A,Comparison,00440-wPLokgvCnuk_1.png
00417-nGhNxKrgBPb,0,Is the paint can closer to the garage door than the room entrance?,"['Yes', 'No', 'They are the same distance', 'Cannot determine']",Is the paint can closer to the garage door than the room entrance? A) Yes B) No C) They are the same distance D) Cannot determine. Answer:,B,Relationship,00417-nGhNxKrgBPb_0.png
00566-qmvPLqLAgvC,0,Is the TV positioned on top of the rug in the living room?,"['Yes', 'No', 'Partially', 'Not visible']",Is the TV positioned on top of the rug in the living room? A) Yes B) No C) Partially D) Not visible. Answer:,B,Relationship,00566-qmvPLqLAgvC_1.png
00502-nMeXfQU4PMS,0,Is the bed larger than the sofa in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the sofa in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00502-nMeXfQU4PMS_1.png
00185-NjyeoK5BLx3,0,Is the dining table larger than the bed in this house?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the dining table larger than the bed in this house? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,B,Comparison,00185-NjyeoK5BLx3_0.png
00689-d88Sc1udFcZ,0,Is the sofa bigger than the orange chair in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the sofa bigger than the orange chair in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00689-d88Sc1udFcZ_0.png
00341-tYvWp85L81G,0,Is the amount of image frames equal to the amount of artworks on display?,"['Yes', 'No', 'There are more image frames', 'There are more artworks']",Is the amount of image frames equal to the amount of artworks on display? A) Yes B) No C) There are more image frames D) There are more artworks. Answer:,B,Comparison,00341-tYvWp85L81G_1.png
00723-hWDDQnSDMXb,0,Is the chair in the room with the window similar in color to the sofa in the living room?,"['Yes', 'No', 'Partially', 'Cannot tell']",Is the chair in the room with the window similar in color to the sofa in the living room? A) Yes B) No C) Partially D) Cannot tell. Answer:,B,Comparison,00723-hWDDQnSDMXb_0.png
00659-ZVPMj4YoZtK,0,Is the table closer to the wall than the TV cabinet in the living room?,"['Yes', 'No', 'Both are equally close', 'Not enough information']",Is the table closer to the wall than the TV cabinet in the living room? A) Yes B) No C) Both are equally close D) Not enough information. Answer:,A,Comparison,00659-ZVPMj4YoZtK_0.png
00511-8uSpPmctPXC,0,Is the bathtub the same color as the towel in the bathroom?,"['Yes', 'No', 'Only the inner parts are the same color', 'It cannot be determined']",Is the bathtub the same color as the towel in the bathroom? A) Yes B) No C) Only the inner parts are the same color D) It cannot be determined. Answer:,B,Attribute,00511-8uSpPmctPXC_0.png
00140-qWb4MVxqCW7,0,Is the yellow chair closer to the door than the television in the room?,"['Yes', 'No', 'They are equally distant', 'Cannot determine']",Is the yellow chair closer to the door than the television in the room? A) Yes B) No C) They are equally distant D) Cannot determine. Answer:,A,Relationship,00140-qWb4MVxqCW7_1.png
00153-28FFMGySc6D,0,Does the mirror share the same frame style as the painting in the house?,"['Yes', 'No', 'Only the mirror has a frame', 'Only the painting has a frame']",Does the mirror share the same frame style as the painting in the house? A) Yes B) No C) Only the mirror has a frame D) Only the painting has a frame. Answer:,B,Comparison,00153-28FFMGySc6D_1.png
00802-wcojb4TFT35,0,Is the sofa in the living room bigger than the dining table in the dining room?,"['Yes', 'No', 'They are the same size', ""It's unclear from the image""]",Is the sofa in the living room bigger than the dining table in the dining room? A) Yes B) No C) They are the same size D) It's unclear from the image. Answer:,D,Comparison,00802-wcojb4TFT35_1.png
00461-AiY2reLtjYJ,0,Does the mirror reflect the same view as seen through the window in the living room?,"['Yes', 'No', 'Partially', 'Cannot tell']",Does the mirror reflect the same view as seen through the window in the living room? A) Yes B) No C) Partially D) Cannot tell. Answer:,A,Relationship,00461-AiY2reLtjYJ_1.png
00089-Am8wmPcBmtN,0,Is the bed in the same room as the couch?,"['Yes', 'No', 'Only part of it', 'Not sure']",Is the bed in the same room as the couch? A) Yes B) No C) Only part of it D) Not sure. Answer:,B,Relationship,00089-Am8wmPcBmtN_1.png
00492-panm7DRsmDn,0,Is the fridge larger than the oven in the kitchen?,"['Yes', 'No', 'They are the same size', 'Not sure']",Is the fridge larger than the oven in the kitchen? A) Yes B) No C) They are the same size D) Not sure. Answer:,A,Comparison,00492-panm7DRsmDn_0.png
00584-ZxkSUELrWtQ,0,Does the clock hang higher than the wall painting in the room?,"['Yes', 'No', 'They are at the same height', 'Cannot determine']",Does the clock hang higher than the wall painting in the room? A) Yes B) No C) They are at the same height D) Cannot determine. Answer:,A,Comparison,00584-ZxkSUELrWtQ_1.png
00544-t85xiAt9pao,0,Does the sofa have the same color as the armchair?,"['Yes', 'No', 'Partially', 'Not visible']",Does the sofa have the same color as the armchair? A) Yes B) No C) Partially D) Not visible. Answer:,B,Comparison,00544-t85xiAt9pao_1.png
00671-knPYW3fibqY,0,Does the TV in the living room share the same color as the bookshelf in the study room?,"['Yes', 'No', 'Partially', 'Cannot Determine']",Does the TV in the living room share the same color as the bookshelf in the study room? A) Yes B) No C) Partially D) Cannot Determine. Answer:,B,Comparison,00671-knPYW3fibqY_1.png
00152-EgzWe8N3jZG,0,Is the bookshelf taller than the dresser?,"['Yes', 'No', 'Same height', 'Cannot be determined']",Is the bookshelf taller than the dresser? A) Yes B) No C) Same height D) Cannot be determined. Answer:,A,Comparison,00152-EgzWe8N3jZG_1.png
00050-wrq3kiEU4VR,0,Is the staircase taller than the sofa in the house?,"['Yes', 'No', 'They are the same height', 'Cannot be determined']",Is the staircase taller than the sofa in the house? A) Yes B) No C) They are the same height D) Cannot be determined. Answer:,A,Comparison,00050-wrq3kiEU4VR_0.png
00332-cWfRoQnzNiM,0,Is the bed closer to the lamp than the sofa in the living room?,"['Yes', 'No', 'Equally close', ""There's no lamp""]",Is the bed closer to the lamp than the sofa in the living room? A) Yes B) No C) Equally close D) There's no lamp. Answer:,A,Relationship,00332-cWfRoQnzNiM_0.png
00296-sLwz8nKD3wF,0,Are the dining table and chairs in the dining room of the same color?,"['Yes', 'No', 'Partially', 'Cannot Determine']",Are the dining table and chairs in the dining room of the same color? A) Yes B) No C) Partially D) Cannot Determine. Answer:,B,Attribute,00296-sLwz8nKD3wF_1.png
00491-Ty7djLDxQu3,0,Does the window receive more natural light than the radiator in the room?,"['Yes', 'No', 'Both receive equal light', 'Neither receives light']",Does the window receive more natural light than the radiator in the room? A) Yes B) No C) Both receive equal light D) Neither receives light. Answer:,A,Attribute,00491-Ty7djLDxQu3_0.png
00066-nHHVbEyHX3t,0,Is the dining table closer to the fireplace than the front door in the house?,"['Yes', 'No', 'The distances are equal', 'Cannot be determined']",Is the dining table closer to the fireplace than the front door in the house? A) Yes B) No C) The distances are equal D) Cannot be determined. Answer:,A,Relationship,00066-nHHVbEyHX3t_0.png
00203-VoVGtfYrpuQ,0,Does the TV share the same wall as the painting in the house?,"['Yes', 'No', 'Only partially', 'Cannot tell']",Does the TV share the same wall as the painting in the house? A) Yes B) No C) Only partially D) Cannot tell. Answer:,B,Relationship,00203-VoVGtfYrpuQ_0.png
00289-wz9FcGhrndc,0,Is the table made of the same material as the chairs in the room?,"['Yes', 'No', 'Only the legs are the same', 'Only the tabletop is the same']",Is the table made of the same material as the chairs in the room? A) Yes B) No C) Only the legs are the same D) Only the tabletop is the same. Answer:,A,Attribute,00289-wz9FcGhrndc_0.png
00494-5737gQA9p2T,0,Is the bed longer than the bench in the bedroom?,"['Yes', 'No', 'Same length', 'Cannot be determined']",Is the bed longer than the bench in the bedroom? A) Yes B) No C) Same length D) Cannot be determined. Answer:,A,Comparison,00494-5737gQA9p2T_0.png
00729-PyZonHqd5gy,0,Are the curtains open or closed on the window?,"['Open', 'Closed', 'Partially open', 'No curtains']",Are the curtains open or closed on the window? A) Open B) Closed C) Partially open D) No curtains. Answer:,A,Attribute,00729-PyZonHqd5gy_0.png
00826-BFRyYbPCCPE,0,Is the dining table farther from the sofa than the potted plant in the living room?,"['Yes', 'No', 'They are the same distance', 'Not determinable']",Is the dining table farther from the sofa than the potted plant in the living room? A) Yes B) No C) They are the same distance D) Not determinable. Answer:,A,Relationship,00826-BFRyYbPCCPE_0.png
00534-DBBESbk4Y3k,0,Is the railing attached to the stairs in the house?,"['Yes', 'No', 'Partially', 'Not visible']",Is the railing attached to the stairs in the house? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00534-DBBESbk4Y3k_1.png
00785-AdNTcRg3THp,0,Is the window larger than the door in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the window larger than the door in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00785-AdNTcRg3THp_1.png
00658-a3JCmxobR99,0,Is the door in the same room as the window?,"['Yes', 'No', 'Only in adjacent rooms', 'Not visible']",Is the door in the same room as the window? A) Yes B) No C) Only in adjacent rooms D) Not visible. Answer:,A,Relationship,00658-a3JCmxobR99_0.png
00751-DZsJKHoqEYg,0,Is the kitchen larger than the living room?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the kitchen larger than the living room? A) Yes B) No C) They are the same size D) Not enough information. Answer:,B,Comparison,00751-DZsJKHoqEYg_1.png
00227-bvdRzJBgJyg,0,Is the sofa larger than the armchair in the living room?,"['Yes', 'No', 'They are the same size', 'Not clear']",Is the sofa larger than the armchair in the living room? A) Yes B) No C) They are the same size D) Not clear. Answer:,A,Comparison,00227-bvdRzJBgJyg_0.png
00397-ZNanfzgCdm3,0,Does the red wall share any color patterns with the blue wall?,"['Yes, both have stripes', 'Yes, both have polka dots', 'No, they are solid colors', 'Yes, both have floral patterns']","Does the red wall share any color patterns with the blue wall? A) Yes, both have stripes B) Yes, both have polka dots C) No, they are solid colors D) Yes, both have floral patterns. Answer:",C,Comparison,00397-ZNanfzgCdm3_0.png
00672-4L4peQsMgfR,0,Does the cabinet have more shelves than the refrigerator?,"['Yes', 'No', 'They have the same number of shelves', 'The cabinet has fewer shelves']",Does the cabinet have more shelves than the refrigerator? A) Yes B) No C) They have the same number of shelves D) The cabinet has fewer shelves. Answer:,A,Comparison,00672-4L4peQsMgfR_1.png
00065-kZhZfAhdnNN,0,Is the fridge closer to the entrance of the kitchen than the oven is?,"['Yes', 'No', 'They are equidistant', 'There is no oven']",Is the fridge closer to the entrance of the kitchen than the oven is? A) Yes B) No C) They are equidistant D) There is no oven. Answer:,B,Relationship,00065-kZhZfAhdnNN_0.png
00203-VoVGtfYrpuQ,0,Is the chair taller than the stool in the living area?,"['Yes', 'No', 'They are the same height', 'Not visible']",Is the chair taller than the stool in the living area? A) Yes B) No C) They are the same height D) Not visible. Answer:,B,Comparison,00203-VoVGtfYrpuQ_1.png
